match_url,team_a,odd_a,team_b,odd_b
https://www.vlr.gg/353157/giantx-vs-gentle-mates-champions-tour-2024-emea-stage-2-w1,GIANTX,1.58,Gentle Mates,2.7241
https://www.vlr.gg/353158/natus-vincere-vs-fut-esports-champions-tour-2024-emea-stage-2-w1,Natus Vincere,2.3889,FUT Esports,1.72
https://www.vlr.gg/353159/bbl-esports-vs-karmine-corp-champions-tour-2024-emea-stage-2-w1,BBL Esports,3.5,Karmine Corp,1.4
https://www.vlr.gg/353160/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-w2,FNATIC,1.58,Team Vitality,2.7241
https://www.vlr.gg/353161/team-heretics-vs-fut-esports-champions-tour-2024-emea-stage-2-w2,Team Heretics,1.28,FUT Esports,4.5714
https://www.vlr.gg/353162/bbl-esports-vs-team-liquid-champions-tour-2024-emea-stage-2-w2,BBL Esports,2.1,Team Liquid,1.9091
https://www.vlr.gg/353163/natus-vincere-vs-giantx-champions-tour-2024-emea-stage-2-w2,Natus Vincere,1.4348,GIANTX,3.3
https://www.vlr.gg/353164/koi-vs-gentle-mates-champions-tour-2024-emea-stage-2-w2,KOI,1.7692,Gentle Mates,2.3
https://www.vlr.gg/353165/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-w2,FNATIC,2.2,Karmine Corp,1.8333
https://www.vlr.gg/353166/team-heretics-vs-giantx-champions-tour-2024-emea-stage-2-w3,Team Heretics,1.05,GIANTX,21.0
https://www.vlr.gg/353167/fut-esports-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3,FUT Esports,1.15,Gentle Mates,7.6667
https://www.vlr.gg/353168/koi-vs-natus-vincere-champions-tour-2024-emea-stage-2-w3,KOI,2.4,Natus Vincere,1.7143
https://www.vlr.gg/353169/team-liquid-vs-karmine-corp-champions-tour-2024-emea-stage-2-w3,Team Liquid,3.1,Karmine Corp,1.4762
https://www.vlr.gg/353170/bbl-esports-vs-team-vitality-champions-tour-2024-emea-stage-2-w3,BBL Esports,2.087,Team Vitality,1.92
https://www.vlr.gg/353171/team-heretics-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3,Team Heretics,1.06,Gentle Mates,17.6667
https://www.vlr.gg/353172/fut-esports-vs-giantx-champions-tour-2024-emea-stage-2-w4,FUT Esports,1.38,GIANTX,3.6316
https://www.vlr.gg/353173/team-heretics-vs-koi-champions-tour-2024-emea-stage-2-w4,Team Heretics,1.13,KOI,8.6923
https://www.vlr.gg/353174/fnatic-vs-team-liquid-champions-tour-2024-emea-stage-2-w4,FNATIC,1.38,Team Liquid,3.6316
https://www.vlr.gg/353175/natus-vincere-vs-gentle-mates-champions-tour-2024-emea-stage-2-w4,Natus Vincere,1.58,Gentle Mates,2.7241
https://www.vlr.gg/353202/koi-vs-giantx-champions-tour-2024-emea-stage-2-w2,KOI,2.1,GIANTX,1.9091
https://www.vlr.gg/353203/team-vitality-vs-karmine-corp-champions-tour-2024-emea-stage-2-w4,Team Vitality,1.72,Karmine Corp,2.3889
https://www.vlr.gg/371278/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-2-ko,Team Vitality,1.5,Natus Vincere,3.0
https://www.vlr.gg/371279/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-ko,FNATIC,1.22,Karmine Corp,5.5455
https://www.vlr.gg/371280/team-heretics-vs-team-vitality-champions-tour-2024-emea-stage-2-ubsf,Team Heretics,1.5263,Team Vitality,2.9
https://www.vlr.gg/371281/fut-esports-vs-fnatic-champions-tour-2024-emea-stage-2-ubsf,FUT Esports,1.9524,FNATIC,2.05
https://www.vlr.gg/371282/team-vitality-vs-fnatic-champions-tour-2024-emea-stage-2-ubf,Team Vitality,3.0,FNATIC,1.5
https://www.vlr.gg/371283/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-gf,FNATIC,1.38,Team Vitality,3.6316
https://www.vlr.gg/371284/team-heretics-vs-fut-esports-champions-tour-2024-emea-stage-2-lr1,Team Heretics,1.32,FUT Esports,4.125
https://www.vlr.gg/371285/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-2-lbf,Team Vitality,2.8,Team Heretics,1.5556
https://www.vlr.gg/319765/bilibili-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w1,Bilibili Gaming,1.26,TYLOO,4.8462
https://www.vlr.gg/319766/wolves-esports-vs-titan-esports-club-champions-tour-2024-china-stage-1-w1,Wolves Esports,1.5882,Titan Esports Club,2.7
https://www.vlr.gg/319767/dragon-ranger-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w1,Dragon Ranger Gaming,1.2941,All Gamers,4.4
https://www.vlr.gg/319768/edward-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w1,EDward Gaming,1.08,JDG Esports,13.5
https://www.vlr.gg/319769/nova-esports-vs-trace-esports-champions-tour-2024-china-stage-1-w1,Nova Esports,9.3333,Trace Esports,1.12
https://www.vlr.gg/319770/funplus-phoenix-vs-wolves-esports-champions-tour-2024-china-stage-1-w1,FunPlus Phoenix,1.32,Wolves Esports,4.125
https://www.vlr.gg/319771/jd-gaming-vs-nova-esports-champions-tour-2024-china-stage-1-w2,JDG Esports,1.3571,Nova Esports,3.8
https://www.vlr.gg/319772/funplus-phoenix-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w2,FunPlus Phoenix,1.17,Dragon Ranger Gaming,6.8824
https://www.vlr.gg/319773/all-gamers-vs-wolves-esports-champions-tour-2024-china-stage-1-w2,All Gamers,4.8462,Wolves Esports,1.26
https://www.vlr.gg/319774/trace-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w2,Trace Esports,1.62,Bilibili Gaming,2.6129
https://www.vlr.gg/319775/dragon-ranger-gaming-vs-titan-esports-club-champions-tour-2024-china-stage-1-w2,Dragon Ranger Gaming,1.65,Titan Esports Club,2.5385
https://www.vlr.gg/319776/tyloo-vs-edward-gaming-champions-tour-2024-china-stage-1-w2,TYLOO,17.6667,EDward Gaming,1.06
https://www.vlr.gg/319777/wolves-esports-vs-trace-esports-champions-tour-2024-china-stage-1-w3,Wolves Esports,3.8571,Trace Esports,1.35
https://www.vlr.gg/319778/nova-esports-vs-funplus-phoenix-champions-tour-2024-china-stage-1-w3,Nova Esports,8.6923,FunPlus Phoenix,1.13
https://www.vlr.gg/319779/bilibili-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w3,Bilibili Gaming,1.4762,All Gamers,3.1
https://www.vlr.gg/319780/dragon-ranger-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w3,Dragon Ranger Gaming,1.52,JDG Esports,2.9231
https://www.vlr.gg/319781/tyloo-vs-nova-esports-champions-tour-2024-china-stage-1-w3,TYLOO,1.72,Nova Esports,2.3889
https://www.vlr.gg/319782/edward-gaming-vs-titan-esports-club-champions-tour-2024-china-stage-1-w3,EDward Gaming,1.05,Titan Esports Club,21.0
https://www.vlr.gg/319783/titan-esports-club-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w4,Titan Esports Club,2.4,Bilibili Gaming,1.7143
https://www.vlr.gg/319784/trace-esports-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w4,Trace Esports,1.7143,Dragon Ranger Gaming,2.4
https://www.vlr.gg/319785/tyloo-vs-wolves-esports-champions-tour-2024-china-stage-1-w4,TYLOO,2.8182,Wolves Esports,1.55
https://www.vlr.gg/319786/funplus-phoenix-vs-edward-gaming-champions-tour-2024-china-stage-1-w4,FunPlus Phoenix,3.4,EDward Gaming,1.4167
https://www.vlr.gg/319787/all-gamers-vs-nova-esports-champions-tour-2024-china-stage-1-w4,All Gamers,1.72,Nova Esports,2.3889
https://www.vlr.gg/319788/bilibili-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w4,Bilibili Gaming,1.48,JDG Esports,3.0833
https://www.vlr.gg/319789/edward-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w5,EDward Gaming,1.02,All Gamers,51.0
https://www.vlr.gg/319790/wolves-esports-vs-jd-gaming-champions-tour-2024-china-stage-1-w5,Wolves Esports,1.8333,JDG Esports,2.2
https://www.vlr.gg/319791/dragon-ranger-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w5,Dragon Ranger Gaming,1.6667,TYLOO,2.5
https://www.vlr.gg/319792/bilibili-gaming-vs-funplus-phoenix-champions-tour-2024-china-stage-1-w5,Bilibili Gaming,6.0,FunPlus Phoenix,1.2
https://www.vlr.gg/319793/nova-esports-vs-titan-esports-club-champions-tour-2024-china-stage-1-w5,Nova Esports,2.4,Titan Esports Club,1.7143
https://www.vlr.gg/319794/trace-esports-vs-edward-gaming-champions-tour-2024-china-stage-1-w5,Trace Esports,4.125,EDward Gaming,1.32
https://www.vlr.gg/342356/trace-esports-vs-all-gamers-champions-tour-2024-china-stage-1-ko,Trace Esports,1.17,All Gamers,6.8824
https://www.vlr.gg/342357/dragon-ranger-gaming-vs-nova-esports-champions-tour-2024-china-stage-1-ko,Dragon Ranger Gaming,1.38,Nova Esports,3.6316
https://www.vlr.gg/342358/funplus-phoenix-vs-trace-esports-champions-tour-2024-china-stage-1-ubsf,FunPlus Phoenix,1.32,Trace Esports,4.125
https://www.vlr.gg/342359/edward-gaming-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-ubsf,EDward Gaming,1.08,Dragon Ranger Gaming,13.5
https://www.vlr.gg/342360/funplus-phoenix-vs-edward-gaming-champions-tour-2024-china-stage-1-ubf,FunPlus Phoenix,2.5,EDward Gaming,1.6667
https://www.vlr.gg/342361/trace-esports-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-lr1,Trace Esports,2.0,Dragon Ranger Gaming,2.0
https://www.vlr.gg/342362/edward-gaming-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-lf,EDward Gaming,1.03,Dragon Ranger Gaming,34.3333
https://www.vlr.gg/342363/funplus-phoenix-vs-edward-gaming-champions-tour-2024-china-stage-1-gf,FunPlus Phoenix,2.4706,EDward Gaming,1.68
https://www.vlr.gg/314622/cloud9-vs-leviat-n-champions-tour-2024-americas-stage-1-w1,Cloud9,3.4,LEVIATÁN,1.4167
https://www.vlr.gg/314623/nrg-esports-vs-loud-champions-tour-2024-americas-stage-1-w1,NRG Esports,1.45,LOUD,3.2222
https://www.vlr.gg/314624/g2-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w1,G2 Esports,1.78,Evil Geniuses,2.2821
https://www.vlr.gg/314625/sentinels-vs-100-thieves-champions-tour-2024-americas-stage-1-w1,Sentinels,1.32,100 Thieves,4.125
https://www.vlr.gg/314626/kr-esports-vs-furia-champions-tour-2024-americas-stage-1-w1,KRÜ Esports,1.58,FURIA,2.7241
https://www.vlr.gg/314628/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w2,G2 Esports,2.1364,100 Thieves,1.88
https://www.vlr.gg/314629/sentinels-vs-leviat-n-champions-tour-2024-americas-stage-1-w2,Sentinels,1.4762,LEVIATÁN,3.1
https://www.vlr.gg/314630/kr-esports-vs-mibr-champions-tour-2024-americas-stage-1-w2,KRÜ Esports,1.78,MIBR,2.2821
https://www.vlr.gg/314631/nrg-esports-vs-furia-champions-tour-2024-americas-stage-1-w2,NRG Esports,1.08,FURIA,13.5
https://www.vlr.gg/314632/cloud9-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w2,Cloud9,1.48,Evil Geniuses,3.0833
https://www.vlr.gg/314634/sentinels-vs-mibr-champions-tour-2024-americas-stage-1-w3,Sentinels,1.06,MIBR,17.6667
https://www.vlr.gg/314635/cloud9-vs-loud-champions-tour-2024-americas-stage-1-w3,Cloud9,2.5,LOUD,1.6667
https://www.vlr.gg/314636/kr-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,KRÜ Esports,1.65,Evil Geniuses,2.5385
https://www.vlr.gg/314637/nrg-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,NRG Esports,1.7407,LEVIATÁN,2.35
https://www.vlr.gg/314638/g2-esports-vs-furia-champions-tour-2024-americas-stage-1-w3,G2 Esports,1.5,FURIA,3.0
https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3,Cloud9,2.1765,100 Thieves,1.85
https://www.vlr.gg/314640/sentinels-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,Sentinels,1.1667,Evil Geniuses,7.0
https://www.vlr.gg/314641/nrg-esports-vs-mibr-champions-tour-2024-americas-stage-1-w3,NRG Esports,1.05,MIBR,21.0
https://www.vlr.gg/314642/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,G2 Esports,6.8824,LEVIATÁN,1.17
https://www.vlr.gg/314643/kr-esports-vs-loud-champions-tour-2024-americas-stage-1-w3,KRÜ Esports,2.2,LOUD,1.8333
